is_working_pct;Run;Denounce;Females;Got attacked;Stress
0.1;0;78;1196;216;0.03116122133395809
0.1;1;63;1185;186;0.031099560111118547
0.1;2;63;1248;184;0.03003997090847595
0.1;3;70;1205;213;0.03024382330742816
0.1;4;80;1207;214;0.028311374703422654
0.1;5;80;1193;180;0.02995227762111628
0.1;6;61;1199;180;0.029858990450035944
0.1;7;77;1258;217;0.02948448255215738
0.1;8;74;1253;198;0.029737703027845102
0.1;9;65;1234;213;0.029445083855692604
0.1;10;76;1186;193;0.03021223980490262
0.1;11;78;1193;225;0.030097986406743098
0.1;12;71;1239;207;0.03067102996808681
0.1;13;60;1238;187;0.029568005153698743
0.1;14;83;1205;231;0.03032415561622906
0.1;15;59;1212;192;0.030153429120721324
0.1;16;67;1211;206;0.030041167199574836
0.1;17;75;1223;180;0.029851729735373304
0.1;18;58;1196;185;0.03061202982159983
0.1;19;81;1223;225;0.02986511541716185
0.1;20;70;1229;216;0.030185500931634475
0.1;21;83;1197;217;0.030176608271432512
0.1;22;69;1223;203;0.02968793750279215
0.1;23;78;1242;234;0.02965419564805792
0.1;24;58;1213;152;0.030652684716509733
0.1;25;72;1227;208;0.030050551509677344
0.1;26;73;1210;210;0.03051749305199294
0.1;27;78;1197;226;0.02976684761853484
0.1;28;70;1239;194;0.029739755235622025
0.1;29;80;1207;197;0.030155552257946628
0.1;30;69;1238;210;0.030775333978567177
0.1;31;72;1224;200;0.030129965728302698
0.1;32;60;1264;195;0.02864951284891716
0.1;33;60;1194;184;0.029744351601192605
0.1;34;73;1189;186;0.03141302392203325
0.1;35;61;1176;192;0.030463212557453948
0.1;36;69;1203;198;0.030902441691949112
0.1;37;74;1180;201;0.03048873644806174
0.1;38;68;1234;183;0.03008046463123585
0.1;39;76;1226;203;0.028980204281557186
0.1;40;69;1217;207;0.029907818537414733
0.1;41;61;1168;200;0.030973620619849932
0.1;42;71;1214;221;0.029651136638682983
0.1;43;67;1227;201;0.02890837669628621
0.1;44;71;1225;204;0.029495690799573863
0.1;45;64;1212;198;0.02990473018298459
0.1;46;74;1178;179;0.0299446295366743
0.1;47;71;1212;209;0.03061599405430752
0.1;48;73;1238;182;0.030003194957200705
0.1;49;77;1216;202;0.030073282559323074
0.1;50;89;1219;215;0.030270139202165664
0.1;51;73;1223;206;0.030170025746643576
0.1;52;80;1182;208;0.030697452495052915
0.1;53;74;1214;181;0.03022070036074117
0.1;54;67;1268;191;0.030703350500872393
0.1;55;82;1240;215;0.03017579327004539
0.1;56;72;1224;218;0.02916663052195773
0.1;57;69;1198;209;0.02982314263312387
0.1;58;73;1275;203;0.029944079242620148
0.1;59;82;1256;204;0.030315373685514947
0.1;60;79;1271;198;0.029665530832484972
0.1;61;64;1250;201;0.03071681988565028
0.1;62;90;1215;205;0.029674838732847715
0.1;63;68;1197;177;0.029368797187594733
0.1;64;65;1202;185;0.031467952813555515
0.1;65;90;1204;237;0.02996827854656913
0.1;66;71;1266;199;0.0293864627189786
0.1;67;82;1196;245;0.02929271168831534
0.1;68;76;1208;205;0.030110576067507996
0.1;69;59;1202;177;0.030332878943604896
0.1;70;71;1287;206;0.030400792810300507
0.1;71;65;1197;201;0.029684169158344625
0.1;72;71;1215;211;0.02938407310710386
0.1;73;72;1210;203;0.030845125211435082
0.1;74;65;1225;208;0.02991734380014213
0.1;75;64;1225;183;0.030312048537673813
0.1;76;74;1248;204;0.030563026579204167
0.1;77;82;1250;199;0.029565627309292058
0.1;78;78;1218;192;0.030307308364365147
0.1;79;79;1205;192;0.02913578298322927
0.1;80;79;1205;200;0.02989869950514663
0.1;81;62;1205;196;0.029985441154424648
0.1;82;71;1202;236;0.030568017449858893
0.1;83;78;1226;201;0.03096125870150029
0.1;84;63;1273;175;0.029755048381505562
0.1;85;69;1219;195;0.030207914689879
0.1;86;75;1219;229;0.02870012208463625
0.1;87;72;1237;218;0.03173746547265182
0.1;88;76;1201;208;0.029511161004869363
0.1;89;82;1195;204;0.030429851435954558
0.1;90;78;1223;218;0.03047730798246433
0.1;91;74;1197;212;0.029945656637270935
0.1;92;56;1249;203;0.030155558112421738
0.1;93;55;1203;173;0.02964747379169688
0.1;94;95;1230;233;0.03011917268849804
0.1;95;74;1184;195;0.029676109190588128
0.1;96;70;1194;207;0.03010829131791625
0.1;97;73;1244;199;0.029034767986287582
0.1;98;68;1165;205;0.02892274619028916
0.1;99;83;1237;237;0.030804476088638816
0.1;100;67;1253;209;0.030259998124762426
0.1;101;70;1213;212;0.029677680531735053
0.1;102;81;1192;207;0.03050746120956506
0.1;103;80;1242;224;0.030130338943156275
0.1;104;61;1230;199;0.030738765465611995
0.1;105;56;1240;207;0.029238574560081863
0.1;106;67;1232;189;0.030462022139584374
0.1;107;75;1208;181;0.029590784173016953
0.1;108;74;1204;194;0.030348963972038037
0.1;109;72;1211;229;0.030584242959000096
0.1;110;83;1248;222;0.02968993552725345
0.1;111;58;1218;177;0.028921150839412345
0.1;112;74;1242;183;0.030983579524550383
0.1;113;80;1224;226;0.031185969835634562
0.1;114;62;1187;216;0.029938086358202467
0.1;115;79;1195;198;0.02964855436287998
0.1;116;81;1270;219;0.029985475698887445
0.1;117;78;1212;237;0.030041510783242055
0.1;118;66;1230;219;0.03132112690803111
0.1;119;64;1190;195;0.029339756743558546
0.1;120;65;1258;199;0.030105054726528427
0.1;121;81;1219;216;0.029710919734190898
0.1;122;89;1232;226;0.03083496958024734
0.1;123;76;1231;203;0.030864084172599122
0.1;124;67;1201;214;0.029944265789212485
0.1;125;66;1219;207;0.029583555442706345
0.1;126;78;1263;218;0.029782092798772246
0.1;127;73;1211;215;0.030200395307348672
0.1;128;62;1257;201;0.029439808666293414
0.1;129;73;1230;194;0.02964635914729706
0.1;130;76;1196;202;0.03062676451189067
0.1;131;67;1236;204;0.02908091070957533
0.1;132;79;1201;215;0.030548290268052895
0.1;133;79;1291;236;0.030031019772288087
0.1;134;65;1260;189;0.029797290198116458
0.1;135;73;1215;187;0.02979718986487442
0.1;136;63;1254;196;0.02963786327675167
0.1;137;64;1217;188;0.0292699284471331
0.1;138;76;1198;211;0.030054471164648853
0.1;139;54;1216;185;0.029365027845154046
0.1;140;73;1242;180;0.0291789825634324
0.1;141;71;1226;212;0.029837412626367948
0.1;142;77;1222;212;0.030789431052401166
0.1;143;65;1179;177;0.029246001157536058
0.1;144;74;1229;187;0.030436596310988193
0.1;145;69;1215;184;0.029625552430573035
0.1;146;76;1251;206;0.029076198692114145
0.1;147;74;1240;199;0.030359763544928805
0.1;148;88;1267;232;0.03000579609018291
0.1;149;59;1200;177;0.029278848907687765
0.1;150;59;1191;170;0.028657199262495044
0.1;151;70;1210;189;0.02970830196507352
0.1;152;65;1255;180;0.030890364057376662
0.1;153;81;1233;204;0.0295490741429799
0.1;154;70;1220;192;0.029861548735089005
0.1;155;81;1195;226;0.03070351676344176
0.1;156;63;1190;181;0.02881055068160468
0.1;157;53;1212;183;0.030240975940059825
0.1;158;73;1226;212;0.030374678824305456
0.1;159;76;1236;204;0.03133312243427407
0.1;160;77;1246;213;0.03018550697586811
0.1;161;72;1245;198;0.0290003008804946
0.1;162;54;1234;195;0.03052808580149556
0.1;163;71;1211;189;0.03023419257559939
0.1;164;70;1202;210;0.028529046285794713
0.1;165;71;1229;221;0.02952166767250815
0.1;166;63;1140;180;0.03016210137794559
0.1;167;76;1183;218;0.029547433201112576
0.1;168;73;1213;196;0.02999230747814169
0.1;169;67;1167;190;0.03035323744121857
0.1;170;74;1248;211;0.030614634177956825
0.1;171;61;1182;187;0.02975732099123946
0.1;172;58;1210;180;0.030778239561824842
0.1;173;70;1224;195;0.02911182771719856
0.1;174;70;1218;199;0.02978689713721665
0.1;175;57;1216;195;0.029962712509371398
0.1;176;69;1206;176;0.02904867903859938
0.1;177;77;1218;191;0.030593395171819162
0.1;178;71;1257;214;0.029469429908820854
0.1;179;81;1241;194;0.02941037154634213
0.1;180;72;1189;198;0.03025887175463144
0.1;181;69;1193;211;0.03009846965831882
0.1;182;77;1221;199;0.0297412718518426
0.1;183;74;1270;218;0.030440966358665795
0.1;184;74;1206;209;0.02978226355291327
0.1;185;70;1214;184;0.030582072312044326
0.1;186;62;1221;172;0.029792341573120166
0.1;187;77;1274;218;0.03058428889387191
0.1;188;85;1216;225;0.03053576889638642
0.1;189;64;1246;200;0.030767669540249322
0.1;190;66;1229;201;0.029882430376789997
0.1;191;80;1232;207;0.030104942979139702
0.1;192;63;1244;194;0.030225901670102553
0.1;193;64;1252;214;0.029341755822831415
0.1;194;72;1193;197;0.030396201785575234
0.1;195;79;1181;200;0.030811060838865485
0.1;196;76;1188;222;0.030142947029374777
0.1;197;76;1233;183;0.029427330382483803
0.1;198;67;1195;195;0.03016400550931606
0.1;199;80;1226;197;0.03005362481477365
0.2142857142857143;200;71;1256;182;0.029533017199245122
0.2142857142857143;201;77;1206;207;0.03073579535974316
0.2142857142857143;202;71;1214;174;0.029220024709515843
0.2142857142857143;203;66;1178;177;0.029593359411494106
0.2142857142857143;204;64;1255;198;0.03041720763515087
0.2142857142857143;205;85;1261;216;0.02990748642012145
0.2142857142857143;206;57;1245;192;0.03075000119178609
0.2142857142857143;207;62;1193;193;0.02934390528075447
0.2142857142857143;208;76;1226;210;0.029994768019086106
0.2142857142857143;209;55;1222;193;0.02768145697088224
0.2142857142857143;210;78;1189;220;0.030169637333339626
0.2142857142857143;211;69;1195;184;0.03002253341650436
0.2142857142857143;212;66;1218;196;0.030102547356136704
0.2142857142857143;213;79;1197;201;0.030268436060913492
0.2142857142857143;214;76;1204;199;0.030251581675863243
0.2142857142857143;215;90;1258;226;0.029720618067243857
0.2142857142857143;216;59;1243;178;0.030195312837618497
0.2142857142857143;217;61;1187;177;0.029150305775556568
0.2142857142857143;218;92;1188;258;0.029907949373558663
0.2142857142857143;219;89;1264;206;0.029494180000835965
0.2142857142857143;220;81;1210;214;0.03176253007509012
0.2142857142857143;221;70;1191;183;0.029562825650304787
0.2142857142857143;222;69;1183;199;0.030731651611450417
0.2142857142857143;223;73;1232;197;0.02947319748135419
0.2142857142857143;224;62;1159;214;0.029311371615335875
0.2142857142857143;225;52;1164;175;0.029539773459772448
0.2142857142857143;226;81;1239;209;0.029175044918572587
0.2142857142857143;227;84;1243;207;0.03046331966029598
0.2142857142857143;228;78;1223;223;0.030577542328423506
0.2142857142857143;229;78;1221;220;0.029722206548028637
0.2142857142857143;230;74;1195;224;0.030257806095671247
0.2142857142857143;231;77;1247;212;0.03019631903636713
0.2142857142857143;232;67;1207;189;0.030210980823780657
0.2142857142857143;233;59;1198;189;0.0301071291808388
0.2142857142857143;234;62;1183;193;0.029968988207433763
0.2142857142857143;235;64;1203;170;0.029870201313953702
0.2142857142857143;236;64;1238;192;0.030963814344072894
0.2142857142857143;237;69;1233;171;0.03004744067071135
0.2142857142857143;238;67;1174;175;0.03039424286917889
0.2142857142857143;239;70;1258;205;0.030172098748136193
0.2142857142857143;240;67;1205;196;0.0300623620969105
0.2142857142857143;241;73;1257;215;0.0299321554362556
0.2142857142857143;242;69;1248;206;0.029648269443901462
0.2142857142857143;243;66;1217;188;0.030016771482489785
0.2142857142857143;244;71;1167;205;0.029837485182702093
0.2142857142857143;245;70;1217;197;0.029636154193044727
0.2142857142857143;246;64;1219;199;0.030982119394797086
0.2142857142857143;247;93;1213;247;0.029193475762815894
0.2142857142857143;248;52;1198;172;0.029908729823654823
0.2142857142857143;249;74;1214;181;0.02961163768172963
0.2142857142857143;250;89;1195;224;0.030260673813193858
0.2142857142857143;251;77;1213;197;0.02997819487502876
0.2142857142857143;252;71;1167;167;0.030326383796335073
0.2142857142857143;253;73;1143;193;0.029430575585590958
0.2142857142857143;254;93;1219;230;0.029490446472860178
0.2142857142857143;255;66;1239;206;0.030338189739744004
0.2142857142857143;256;71;1228;220;0.031135337098986963
0.2142857142857143;257;74;1241;226;0.030934280551205385
0.2142857142857143;258;60;1213;208;0.03082750663946324
0.2142857142857143;259;73;1230;189;0.030218467349133644
0.2142857142857143;260;71;1245;197;0.029279859216579083
0.2142857142857143;261;72;1188;192;0.030686697732110482
0.2142857142857143;262;79;1186;211;0.031067733937360092
0.2142857142857143;263;77;1224;197;0.02843616656835033
0.2142857142857143;264;81;1181;224;0.030423048429422637
0.2142857142857143;265;72;1198;192;0.030321917723208556
0.2142857142857143;266;75;1169;195;0.02998594205852997
0.2142857142857143;267;60;1225;189;0.03048841939572299
0.2142857142857143;268;74;1244;209;0.03070010510808696
0.2142857142857143;269;60;1229;193;0.029327870932439316
0.2142857142857143;270;76;1174;210;0.02985593198024335
0.2142857142857143;271;58;1207;194;0.029927868177931166
0.2142857142857143;272;86;1262;210;0.029688776991711973
0.2142857142857143;273;69;1186;190;0.030254747726566375
0.2142857142857143;274;74;1234;226;0.029703991068817756
0.2142857142857143;275;63;1248;192;0.030389688005638616
0.2142857142857143;276;79;1262;207;0.031059924518440207
0.2142857142857143;277;82;1200;234;0.029978606125684516
0.2142857142857143;278;76;1224;222;0.029997496345513113
0.2142857142857143;279;72;1204;197;0.030903520302706378
0.2142857142857143;280;70;1210;192;0.028962543413052603
0.2142857142857143;281;73;1175;204;0.03174125622896625
0.2142857142857143;282;79;1178;211;0.03048610013910161
0.2142857142857143;283;78;1208;216;0.029753750823179808
0.2142857142857143;284;79;1213;186;0.029312625820995405
0.2142857142857143;285;91;1228;245;0.03039860167120743
0.2142857142857143;286;81;1192;217;0.0292231525550077
0.2142857142857143;287;65;1209;177;0.03007474794131301
0.2142857142857143;288;59;1194;211;0.029981982457756393
0.2142857142857143;289;87;1209;211;0.029043905780958584
0.2142857142857143;290;78;1207;228;0.031156973000909784
0.2142857142857143;291;82;1212;199;0.02937499902185861
0.2142857142857143;292;82;1236;188;0.03048919556257856
0.2142857142857143;293;79;1273;204;0.028992061419708094
0.2142857142857143;294;81;1222;212;0.030241737177932528
0.2142857142857143;295;67;1249;178;0.028574436694761594
0.2142857142857143;296;71;1166;211;0.030292952973784152
0.2142857142857143;297;74;1191;209;0.029407048329574612
0.2142857142857143;298;78;1220;188;0.029344075667025776
0.2142857142857143;299;70;1252;210;0.03010921446067411
0.2142857142857143;300;64;1255;206;0.030909591536656313
0.2142857142857143;301;63;1229;212;0.030384813142146146
0.2142857142857143;302;67;1265;196;0.02917333715872505
0.2142857142857143;303;85;1206;229;0.03028249102198527
0.2142857142857143;304;65;1258;188;0.030612159846227314
0.2142857142857143;305;82;1223;195;0.030042674421855767
0.2142857142857143;306;77;1198;209;0.029833518367291326
0.2142857142857143;307;69;1242;197;0.029672717534324298
0.2142857142857143;308;76;1264;198;0.029191225394586084
0.2142857142857143;309;75;1172;205;0.030898799246083172
0.2142857142857143;310;84;1234;223;0.030445917189644938
0.2142857142857143;311;73;1216;221;0.0304169817283943
0.2142857142857143;312;76;1223;186;0.030808653011534393
0.2142857142857143;313;72;1213;205;0.02927906609117818
0.2142857142857143;314;75;1174;189;0.029764389471332985
0.2142857142857143;315;69;1224;191;0.030617217447316332
0.2142857142857143;316;73;1199;186;0.03062759292564796
0.2142857142857143;317;81;1265;198;0.02974845208773064
0.2142857142857143;318;87;1220;237;0.031207091318350748
0.2142857142857143;319;79;1241;223;0.030133627457246598
0.2142857142857143;320;84;1260;242;0.029552813326130276
0.2142857142857143;321;81;1291;222;0.029152134311629514
0.2142857142857143;322;73;1205;191;0.030001530663919602
0.2142857142857143;323;66;1160;201;0.02977637564019576
0.2142857142857143;324;71;1177;191;0.029783139378661064
0.2142857142857143;325;78;1272;209;0.030398923709730966
0.2142857142857143;326;71;1203;208;0.031207206320319834
0.2142857142857143;327;69;1243;202;0.029371626870171228
0.2142857142857143;328;74;1246;203;0.030901625161399816
0.2142857142857143;329;72;1158;202;0.030461728515037
0.2142857142857143;330;71;1235;214;0.030786513886447302
0.2142857142857143;331;86;1178;245;0.030463752584386977
0.2142857142857143;332;67;1223;197;0.03056560968806228
0.2142857142857143;333;90;1225;238;0.029946521442020948
0.2142857142857143;334;87;1218;211;0.029883839741547655
0.2142857142857143;335;81;1288;191;0.030034562868353765
0.2142857142857143;336;97;1224;211;0.029786951702011462
0.2142857142857143;337;71;1208;205;0.03004637108703904
0.2142857142857143;338;62;1224;189;0.029916616312341146
0.2142857142857143;339;67;1194;176;0.029759986997411045
0.2142857142857143;340;69;1206;202;0.030164000811033514
0.2142857142857143;341;69;1247;200;0.030097544526461198
0.2142857142857143;342;73;1252;228;0.029475757213311665
0.2142857142857143;343;69;1191;207;0.030399149929918094
0.2142857142857143;344;74;1217;180;0.030420814600288792
0.2142857142857143;345;66;1186;207;0.030832048503003667
0.2142857142857143;346;90;1201;239;0.030604622322289658
0.2142857142857143;347;82;1234;201;0.03061204113009602
0.2142857142857143;348;74;1228;223;0.02952689179156481
0.2142857142857143;349;65;1287;197;0.029719910854839823
0.2142857142857143;350;59;1201;183;0.029640492208734305
0.2142857142857143;351;77;1219;181;0.02976029597827197
0.2142857142857143;352;86;1220;214;0.030724419973855367
0.2142857142857143;353;81;1249;228;0.030956272480333953
0.2142857142857143;354;68;1185;194;0.03137837037766554
0.2142857142857143;355;75;1259;224;0.029488498927426617
0.2142857142857143;356;69;1218;182;0.030696508376481156
0.2142857142857143;357;68;1254;203;0.030383869424981207
0.2142857142857143;358;80;1218;221;0.029340591820103536
0.2142857142857143;359;74;1170;202;0.028853931388771327
0.2142857142857143;360;70;1151;194;0.03073942259546426
0.2142857142857143;361;73;1219;214;0.029014326646579144
0.2142857142857143;362;81;1254;196;0.029855403371924546
0.2142857142857143;363;76;1214;226;0.030100122445213113
0.2142857142857143;364;65;1187;177;0.03137399018159742
0.2142857142857143;365;61;1211;195;0.029831364238394532
0.2142857142857143;366;88;1245;206;0.029345092876833928
0.2142857142857143;367;66;1204;220;0.03099446188108872
0.2142857142857143;368;74;1278;190;0.02994422530507339
0.2142857142857143;369;71;1221;214;0.030735890690147233
0.2142857142857143;370;91;1253;237;0.029657300468794407
0.2142857142857143;371;60;1212;204;0.030761745949572532
0.2142857142857143;372;67;1212;186;0.02916074713735666
0.2142857142857143;373;77;1226;191;0.031457772305950184
0.2142857142857143;374;75;1193;187;0.03037526440995529
0.2142857142857143;375;63;1196;187;0.030333771075461133
0.2142857142857143;376;77;1234;203;0.030288729436418284
0.2142857142857143;377;88;1209;235;0.030441917211155654
0.2142857142857143;378;73;1216;214;0.03030114635294117
0.2142857142857143;379;71;1207;201;0.030364141825269364
0.2142857142857143;380;68;1232;218;0.029650417649230227
0.2142857142857143;381;79;1224;240;0.030050910221213024
0.2142857142857143;382;75;1210;219;0.030376699770983173
0.2142857142857143;383;66;1211;175;0.030980987372871742
0.2142857142857143;384;70;1227;205;0.029921124919265612
0.2142857142857143;385;62;1205;207;0.030032373722691484
0.2142857142857143;386;63;1211;203;0.030101459498344797
0.2142857142857143;387;69;1220;188;0.030879511827909004
0.2142857142857143;388;56;1222;180;0.029953832246003842
0.2142857142857143;389;58;1201;191;0.029852071524338268
0.2142857142857143;390;57;1182;190;0.030662985595615654
0.2142857142857143;391;74;1228;184;0.029361298252696084
0.2142857142857143;392;65;1199;219;0.0302923264905334
0.2142857142857143;393;67;1161;199;0.03054883742086951
0.2142857142857143;394;78;1203;213;0.02980314569633297
0.2142857142857143;395;76;1254;199;0.030109521471623275
0.2142857142857143;396;75;1219;221;0.029463506425382358
0.2142857142857143;397;71;1191;199;0.030699307107722514
0.2142857142857143;398;71;1194;205;0.029426416800230476
0.2142857142857143;399;66;1193;192;0.029952460599428434
0.3285714285714286;400;65;1201;191;0.03065925665499065
0.3285714285714286;401;86;1245;216;0.02984680122272561
0.3285714285714286;402;55;1161;185;0.030819012605836592
0.3285714285714286;403;63;1221;200;0.029882156037138913
0.3285714285714286;404;65;1206;182;0.029324014164019866
0.3285714285714286;405;71;1204;209;0.03013488757434697
0.3285714285714286;406;62;1223;181;0.02896099598633135
0.3285714285714286;407;77;1232;199;0.029105176662451056
0.3285714285714286;408;72;1205;198;0.029833380332628296
0.3285714285714286;409;73;1235;209;0.030560182003787614
0.3285714285714286;410;81;1190;202;0.02954937883752563
0.3285714285714286;411;83;1186;228;0.0314985088525482
0.3285714285714286;412;75;1223;197;0.03128755260714184
0.3285714285714286;413;60;1178;198;0.03052047238521176
0.3285714285714286;414;76;1228;217;0.029583801778925587
0.3285714285714286;415;76;1267;189;0.031348769630733374
0.3285714285714286;416;82;1158;213;0.030689337480793173
0.3285714285714286;417;67;1256;226;0.029999069397932936
0.3285714285714286;418;58;1224;191;0.03040957212856095
0.3285714285714286;419;66;1221;218;0.029333348824556002
0.3285714285714286;420;60;1186;192;0.030370904013959945
0.3285714285714286;421;80;1219;218;0.03032660147600815
0.3285714285714286;422;79;1263;236;0.029698934849418743
0.3285714285714286;423;85;1204;208;0.029314600727739015
0.3285714285714286;424;62;1223;194;0.030081192351988244
0.3285714285714286;425;66;1236;193;0.030923595754589545
0.3285714285714286;426;84;1262;209;0.030498785431076095
0.3285714285714286;427;82;1224;206;0.030736682000171798
0.3285714285714286;428;82;1169;213;0.030467229423310947
0.3285714285714286;429;68;1210;175;0.02900480857061023
0.3285714285714286;430;63;1214;189;0.03016469088998909
